Country Name,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Average
Guam,GUM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3394.0,3569.0,3869.0,4213.0,4238.0,4397.0,4658.0,4828.0,4949.0,4984.0,5265.0,5399.0,5610.0,5799.0,5901.0,6013.0,6051.0,6355.0,5916.0,6234.0,6910.0,,5169.14
Guyana,GUY,170.22,185.85,194.95,175.76,194.77,213.24,228.71,250.18,229.75,249.3,267.8,282.05,285.38,307.05,433.95,494.79,454.44,449.88,507.08,530.44,603.2,570.36,482.0,489.33,437.63,453.49,504.65,354.59,413.8,379.78,396.58,348.53,373.57,454.1,540.87,621.63,705.41,749.14,717.53,694.75,712.67,712.17,726.13,743.06,787.81,824.88,2379.82,2730.97,3025.19,3165.66,3432.91,3691.38,4063.09,4167.8,4127.66,4279.84,4482.7,4748.17,4787.64,5173.76,5471.26,8041.36,14718.39,16786.3,1877.77
High income,HIC,1092681.91,1165571.62,1260544.91,1355913.36,1482006.06,1610880.8,1762770.96,1883245.57,2042819.93,2251670.74,2471430.87,2745745.47,3189501.76,3869203.38,4374887.82,4881968.69,5316705.51,6017649.33,7224423.2,8349033.77,9318973.47,9463529.62,9370788.29,9680375.57,10091350.21,10589659.65,12863823.52,14914230.82,16785555.76,17481687.41,19577046.43,20659797.92,22119166.13,22272082.42,23818722.47,26430046.4,26643709.35,26208151.15,26174130.83,27403905.27,28036716.9,27811072.27,29022750.09,32574954.63,36387608.56,38623901.28,40986059.39,45098647.86,48338201.24,44940316.09,47340327.88,51524951.09,51710003.72,52439877.38,53310162.83,49773105.28,50737236.57,53336788.72,56684556.89,57218295.25,55791128.82,62461025.68,64444446.48,67653743.4,24569707.29
"Hong Kong SAR, China",HKG,1320.8,1383.68,1612.35,1935.3,2206.47,2435.08,2489.85,2692.47,2716.96,3189.74,3800.77,4476.0,5710.09,8030.12,9388.7,10048.09,12876.37,15719.43,18315.14,22526.18,28861.86,31055.23,32291.22,29907.23,33511.38,35699.77,41075.4,50622.9,59707.4,68790.22,76928.78,88960.0,104272.51,120354.21,135811.77,144652.3,159718.18,177353.17,168885.44,165768.1,171668.89,169404.33,166348.87,161385.56,169099.77,181569.31,193535.44,211596.94,219278.75,214047.8,228638.67,248513.62,262628.87,275696.88,291460.0,309385.62,320860.32,341273.29,361731.07,363074.55,344943.15,368954.17,358696.26,382054.57,128171.05
Honduras,HND,335.65,356.2,387.75,410.2,457.0,508.65,549.95,598.1,646.8,668.0,723.0,731.0,803.0,912.5,1034.5,1124.0,1348.0,1669.5,3097.24,3544.28,3968.16,4043.89,4266.5,4476.7,4915.31,5278.12,5677.83,6190.52,5902.72,5432.34,4923.01,4648.67,4943.7,4926.73,4642.28,5347.45,5215.03,5737.1,6366.34,6414.52,7186.64,7651.16,7858.26,8230.39,8869.3,9757.01,10917.48,12361.26,13881.73,14587.5,15839.34,17710.28,18528.55,18499.73,19756.53,20979.79,21717.6,23136.25,24067.75,24882.23,23352.23,28144.33,31426.04,34400.51,8546.31
Heavily indebted poor countries (HIPC),HPC,19354.2,20466.95,21702.56,23202.56,25329.36,27407.16,29546.59,30437.41,32454.19,34788.57,33482.34,35707.19,39808.04,48392.03,56393.31,64331.88,70328.56,80079.42,93710.68,106004.66,118158.96,120573.7,121466.07,123124.52,129205.22,137540.01,124423.79,132904.93,140121.55,144827.9,167698.1,182522.87,137478.39,142227.54,121486.22,141409.77,154144.08,161384.0,166850.58,167809.41,181381.06,174623.07,189453.22,214945.63,247743.5,283838.0,332982.48,397470.49,472367.1,468776.32,509061.58,564065.13,583888.33,655856.03,694344.34,667302.12,674512.46,724758.0,774607.05,803355.94,811360.29,902263.21,981675.39,1130472.16,268271.69
Croatia,HRV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25650.21,18760.39,10621.17,11259.65,15062.91,22778.3,24147.53,24172.62,25885.22,23770.69,22128.41,23062.56,26757.99,35256.07,41855.2,45025.68,49601.65,59320.1,68526.33,62093.28,58836.41,62772.62,57411.35,59589.17,59489.43,51011.17,52740.06,56322.45,61861.15,61867.16,58221.3,69602.17,71997.07,82688.84,44121.95
Haiti,HTI,273.19,271.07,281.9,294.88,325.28,353.25,368.95,369.12,367.97,391.82,331.2,362.8,372.0,466.8,565.4,681.4,879.0,947.0,974.2,1080.6,1383.8,1479.4,1474.2,1623.6,1816.2,2009.4,2318.0,2047.2,2613.93,2736.24,3096.29,3473.56,2257.13,1878.25,2167.57,2813.31,2907.52,3338.95,3723.9,4153.73,6813.57,6331.97,6205.85,5071.95,6087.36,7030.15,7638.74,9228.64,10432.96,11597.0,11859.31,13008.75,13708.93,14902.49,15146.88,14849.63,14069.28,15093.36,16403.86,15016.09,14508.22,20877.41,20253.55,19850.83,5550.89
Hungary,HUN,,,,,,,,,4870.28,5412.1,5762.07,6271.05,7355.24,9108.48,9983.66,11383.14,13192.44,14735.45,17230.35,19894.62,23041.57,23628.55,24062.92,21838.89,21173.43,21440.48,24697.34,27143.19,29702.63,30323.27,34365.89,34753.57,38730.59,40124.92,43166.68,46425.68,46658.76,47296.95,48706.79,49073.38,47218.41,53749.99,67608.92,85285.06,104120.82,113211.16,115715.62,140186.72,158325.61,131069.26,132175.35,141942.26,128814.28,135684.32,141033.84,125174.17,128609.82,143112.2,160565.64,164020.46,157288.96,182110.0,177006.13,212388.91,70499.5
IBRD only,IBD,326647.51,322098.73,327041.84,361188.68,409917.16,449606.62,455110.46,474061.11,500737.53,557158.81,606864.43,658436.49,741446.46,935257.26,1166117.93,1283182.21,1384184.18,1572414.97,1688541.86,2054980.85,2495337.53,2679716.24,2598534.71,2671753.23,2773573.38,2856094.15,2906164.34,2962762.82,3156451.76,3174084.0,3560303.9,3448774.16,3624577.2,3934211.43,4339185.75,4916948.1,5368909.82,5694529.34,5541398.16,5397562.85,5873248.46,5954917.91,6043651.27,6788178.86,8085419.49,9657998.89,11453342.79,14221824.72,17060926.94,16541826.28,20111983.28,23807285.17,25304734.95,26693510.66,27592783.81,25838353.09,26027770.59,28745223.96,30579316.57,31246593.99,30103859.05,35740404.32,37733201.52,38733043.07,9379926.06
IDA & IBRD total,IBT,369468.2,369197.8,377767.06,413669.39,465199.74,510173.81,521460.61,542785.78,573059.71,637528.71,698056.72,747346.98,834442.61,1038598.3,1305873.07,1454096.41,1562102.65,1759459.71,1904189.63,2302082.72,2791782.94,3154989.81,3046965.33,3040184.8,3114447.96,3210382.96,3213192.27,3281409.65,3493680.61,3516679.38,3938241.14,3855769.84,3988433.4,4316120.55,4734478.57,5396987.08,5921564.68,6273240.7,6143311.47,5848508.47,6390526.41,6465885.57,6593953.29,7408766.75,8811152.02,10499926.99,12458305.11,15401421.65,18465834.15,17913122.96,21693456.4,25594615.22,27188545.72,28743704.01,29800896.84,27987288.58,28169507.57,30960119.37,32964096.58,33722356.19,32528587.32,38378968.35,40566997.9,41559721.64,10170854.5
IDA total,IDA,41098.32,44012.58,46765.31,49114.64,52679.53,57731.46,62126.77,64429.85,67855.63,75426.32,84861.83,84960.44,90623.5,104416.52,137918.9,163903.05,172256.25,185053.98,209143.77,243716.6,293400.95,426223.82,404486.56,349645.46,331449.11,343779.2,309190.33,319495.46,338669.68,343828.93,378856.66,409092.28,364758.76,382908.86,395889.36,481341.77,554633.52,580664.39,604570.45,450872.76,517721.48,511239.3,550995.97,621400.21,726522.7,842542.9,1005777.47,1179708.74,1404907.21,1371296.68,1581473.11,1787330.05,1883810.77,2050193.34,2208113.03,2147696.04,2140704.52,2215171.47,2384804.81,2475420.92,2424027.55,2639992.96,2835003.43,2828041.01,788058.58
IDA blend,IDB,12304.34,13173.85,14087.73,14916.25,16283.55,17681.81,19234.91,19334.02,20403.71,23354.03,32052.68,29815.39,33470.49,35789.06,51518.19,59243.37,71358.7,75267.55,81846.9,100444.79,128870.01,247323.99,226070.57,171776.29,147488.28,148005.98,133626.16,136898.13,144303.06,141950.72,147829.72,158966.79,153779.82,163763.45,182058.59,255612.16,309556.01,325059.72,340153.75,183774.43,226799.2,226318.4,248462.84,280423.88,340143.12,402541.99,498778.33,578188.31,677188.11,631412.54,741312.01,847544.92,941695.87,1023665.43,1110564.32,1054056.01,984095.72,967437.54,1056914.45,1077750.15,1009467.97,1104603.04,1183656.38,1044015.23,356960.7
Indonesia,IDN,,,,,,,,5667.76,7076.47,8337.42,9150.68,9333.54,10997.59,16273.25,25802.41,30463.86,37269.16,45808.92,51455.72,51400.19,72482.34,85518.23,90158.45,81052.28,84853.7,85289.49,79954.07,75929.62,84300.17,94451.43,106140.73,116622.0,128026.97,158006.7,176892.14,202132.03,227369.68,215749.0,95445.55,140001.35,165021.01,160446.95,195660.61,234772.46,256836.88,285868.62,364570.52,432216.74,510228.63,539580.09,755094.16,892969.1,917869.91,912524.14,890814.76,860854.23,931877.36,1015618.74,1042271.53,1119099.87,1059054.84,1186509.69,1319076.27,1371171.15,353147.74
IDA only,IDX,29673.64,31781.53,33656.9,35196.76,37395.76,41186.08,44063.16,46462.73,48881.63,53502.05,53045.32,55677.12,57505.93,69391.28,86863.21,105464.23,100668.18,109704.6,127591.07,143005.78,163265.15,170754.42,171592.41,174451.14,182330.87,194539.32,174407.4,181510.61,193390.53,201851.6,232816.36,252129.99,211672.03,219777.74,213964.03,224492.42,243038.33,253429.95,262082.55,268212.79,291557.55,285482.35,303011.34,341509.68,386660.28,440100.8,506608.85,601253.78,727719.1,739884.15,840161.1,939785.13,942114.9,1026527.92,1097548.7,1093640.03,1156608.8,1247733.93,1327890.36,1397670.77,1414559.58,1535389.93,1651361.99,1786070.91,430957.48
Isle of Man,IMN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,914.76,1023.01,1180.97,1382.61,1567.4,1563.67,1659.13,1947.33,2328.66,2822.36,3032.41,3422.73,4466.35,5928.79,5486.92,5920.37,6565.67,6690.23,7001.18,7708.45,7084.8,6846.38,6979.79,7491.65,7314.97,6684.23,7931.19,,,4553.56
India,IND,37029.88,39232.44,42161.48,48421.92,56480.29,59556.11,45581.23,50134.94,53085.46,58448.0,62422.48,67351.4,71464.7,85517.67,99526.6,98473.83,102716.45,121486.64,137302.32,152995.44,186328.58,193491.37,200715.62,218262.15,212157.65,232511.55,248985.99,279033.58,296589.67,296042.05,320979.03,270105.34,288208.07,279295.65,327274.84,360281.91,392896.87,415867.56,421351.32,458821.05,468395.52,485440.14,514939.14,607700.69,709152.73,820383.76,940259.89,1216736.44,1198895.14,1341888.02,1675615.52,1823051.83,1827637.59,1856721.51,2039126.48,2103588.36,2294796.89,2651474.26,2702929.64,2835606.26,2674851.58,3167270.62,3353470.5,3549918.92,785131.88
Not classified,INX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,1998.55,2151.77,2329.37,2505.07,2851.09,3035.66,3198.82,3445.74,3378.7,3902.72,4396.0,5098.25,6318.06,7481.17,7896.86,9483.81,9453.76,11248.34,14648.0,18319.33,21747.86,20670.19,21474.75,20766.05,20106.65,21270.01,28714.57,33920.52,37772.9,39238.39,49305.63,49787.5,55918.54,52417.48,57097.66,69139.82,75790.79,82856.65,90199.41,98893.96,100207.61,109346.67,128596.04,164670.77,194372.12,211876.99,232180.62,270079.28,275447.47,236443.12,221913.56,239170.64,225118.72,238112.48,259681.88,292364.23,298559.27,337241.81,386693.36,398933.01,428608.69,513391.78,533140.01,545629.45,123625.16
"Iran, Islamic Rep.",IRN,4199.13,4426.95,4693.57,4928.63,5379.85,6197.32,6789.94,7555.38,8623.17,9743.09,10976.25,13731.8,17153.46,27081.7,46209.09,51776.22,68055.3,80600.12,77994.32,90391.88,94362.28,100499.31,125948.76,156365.16,162276.73,180183.63,209094.56,134010.0,123057.86,120496.36,124813.26,,,63743.62,71841.46,96419.23,120403.93,113919.16,110276.91,113848.45,109591.71,126878.75,128626.92,153544.75,190043.43,226452.14,266298.91,349881.6,412336.17,416397.03,486807.62,626133.11,644035.51,492775.57,460382.79,408212.92,457954.61,486630.15,329691.93,283649.53,239735.49,359096.91,413394.57,401504.51,181260.07
Iraq,IRQ,1537.25,1671.96,1784.17,1805.9,2136.41,2335.79,2530.31,2551.52,2896.6,3007.76,3281.32,3865.35,4113.85,5134.37,11516.76,13458.52,17754.83,19838.13,23762.28,37816.46,52569.0,37823.0,42382.33,40712.9,46938.39,48425.16,47264.52,56774.19,62684.52,65831.94,180408.06,407.8,553.67,1031.94,3991.35,12894.03,10433.7,20764.86,20617.41,36881.6,48364.25,36176.43,32928.45,21921.57,36633.67,50065.1,65147.05,88837.06,131614.43,111657.58,138516.72,185749.66,218002.48,234637.68,228415.66,166774.1,166743.56,187217.66,227367.47,233636.1,180898.8,209691.95,286640.34,250842.78,70166.73
Iceland,ISL,252.17,257.7,289.2,345.18,440.8,531.57,638.35,630.57,481.53,420.95,526.7,670.25,839.65,1154.44,1515.19,1406.88,1669.49,2208.51,2511.83,2853.44,3381.42,3493.0,3206.63,2765.95,2864.44,2984.05,3989.62,5520.32,6106.64,5672.57,6468.74,6909.73,7080.98,6218.58,6389.46,7123.63,7426.08,7569.67,8503.69,8982.05,9025.66,8234.85,9318.4,11429.33,13825.3,16852.96,17465.32,21652.51,18074.62,13154.41,13751.16,15221.62,14751.51,16125.06,17867.66,17517.21,20793.17,24728.29,26260.85,24681.34,21629.95,25797.87,28701.83,31020.03,8909.1
Israel,ISR,3052.99,3687.34,2949.16,3515.69,4001.29,4304.28,4676.35,4735.1,5427.16,6261.77,7364.28,7012.33,9168.82,11835.8,17075.13,16050.01,15864.91,18153.38,17599.39,22480.11,25249.79,26727.97,29087.66,32488.54,30470.02,28740.12,35628.84,42802.88,52349.28,52143.0,61661.4,70591.96,79002.42,79398.33,90220.2,104892.96,114505.86,118859.38,120056.69,120922.94,136035.77,134635.82,125060.62,131299.92,139973.15,147084.0,158670.46,184052.12,220531.07,211970.04,238364.09,266791.85,262282.34,297732.78,314330.06,303414.28,322102.79,358245.43,376691.53,402470.51,413267.67,488526.55,525002.45,509901.5,127647.69
Italy,ITA,41915.81,46542.22,52293.35,59897.87,65569.65,70554.4,76446.25,84207.91,91275.08,100764.43,113395.32,124672.37,145260.04,175492.06,199564.49,227695.85,224717.28,257596.31,315058.32,393677.16,477256.78,430702.85,427272.65,443042.37,437887.69,452217.49,640386.35,805713.13,891608.96,928661.33,1181222.65,1246220.16,1320161.64,1064958.08,1099216.69,1174662.07,1312426.53,1241879.6,1270052.53,1252446.66,1146676.89,1168023.43,1276769.34,1577621.71,1806542.97,1858217.15,1949551.72,2213102.48,2408655.35,2199928.8,2136099.96,2294994.3,2086957.66,2141924.09,2162009.62,1836637.71,1877071.69,1961796.2,2091932.43,2011302.2,1897461.64,2154875.49,2066972.1,2254851.21,1055383.88
Jamaica,JAM,699.06,748.04,777.73,826.71,897.95,972.16,1096.76,1148.01,1083.84,1191.24,1404.72,1539.86,1875.15,1905.92,2375.12,2860.44,2966.04,3249.73,2644.53,2425.06,2679.38,2979.03,3293.5,3619.26,2373.56,2100.24,2754.55,3287.01,3828.34,4404.94,4592.21,4106.21,3535.46,5440.08,5452.56,6577.52,7393.89,8400.04,8787.2,8887.06,9005.06,9194.73,9719.01,9430.23,10174.66,11243.87,11930.18,12799.6,13709.4,12120.46,13220.55,14444.66,14807.09,14264.21,13899.22,14188.94,14077.1,14808.99,15730.79,15830.77,13812.42,14657.59,17097.76,19423.36,6980.79
Jordan,JOR,,,,,,599.76,658.0,631.68,561.12,698.88,639.52,678.16,788.48,943.78,1197.48,1363.07,1708.52,2096.78,2602.21,3271.37,3910.04,4383.94,4681.24,4920.69,4967.16,4993.6,6402.05,6756.21,6277.45,4221.37,4160.09,4344.47,5310.83,5606.4,6236.3,6727.6,6927.5,7245.84,7912.27,8149.93,8460.79,8975.81,9582.51,10195.63,11411.71,12589.0,15056.98,17110.44,22658.72,24537.88,27133.8,29524.15,31634.56,34454.44,36847.64,38587.02,39892.55,41608.44,43370.86,44502.82,43700.38,46296.1,48653.38,50813.64,14070.73
Japan,JPN,47419.24,57266.76,64987.86,74379.28,87490.59,97338.11,113046.78,132475.61,156897.5,184298.84,217223.65,245364.06,324933.84,441460.58,490035.79,532861.44,598883.9,737069.29,1035611.59,1077910.08,1129377.24,1245221.41,1158731.43,1270859.92,1345824.5,1427019.76,2120083.81,2580748.42,3125724.43,3109455.05,3185904.66,3648065.76,3980702.92,4536940.48,4998797.55,5545563.66,4923391.53,4492448.61,4098362.71,4635982.22,4968359.08,4374711.69,4182846.05,4519561.65,4893116.01,4831467.04,4601663.12,4579750.92,5106679.12,5289493.12,5759071.77,6233147.17,6272363.0,5212328.18,4896994.41,4444930.65,5003677.63,4930837.37,5040880.94,5117993.85,5055587.09,5034620.78,4256410.76,4212945.16,2938993.71
Kazakhstan,KAZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26932.02,24923.08,24917.36,23409.26,21250.79,20374.3,21035.36,22165.93,22135.25,16870.82,18291.99,22152.69,24636.6,30833.69,43151.65,57123.67,81003.86,104849.92,133441.65,115308.69,148047.35,192626.46,207998.57,236634.6,221415.61,184388.4,137278.32,166805.79,179339.98,181667.18,171082.37,197112.26,225496.33,261421.12,104885.97
Kenya,KEN,791.27,792.96,868.11,926.59,998.76,997.92,1164.52,1232.56,1353.3,1458.38,1603.45,1778.39,2107.28,2509.0,2969.96,3259.35,3474.54,4494.38,5303.74,6234.39,7265.32,6854.49,6431.58,5979.2,6191.44,6135.03,7239.13,7970.82,8355.38,8283.11,8572.36,8151.49,8209.12,5751.79,7148.15,9046.32,12045.87,13115.76,14094.0,12896.01,12705.35,12986.01,13147.74,14904.52,16095.34,18737.9,25825.51,31958.2,35895.15,42347.22,45405.62,46869.47,56396.7,61671.44,68285.8,70120.45,74815.14,82036.51,92202.98,100378.44,100657.51,109703.66,113419.83,107440.58,24500.97
Kyrgyz Republic,KGZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2675.0,2569.44,2316.56,2028.3,1681.01,1661.02,1827.57,1767.86,1645.96,1249.06,1369.69,1525.12,1605.64,1919.01,2211.53,2460.25,2834.17,3802.57,5139.96,4690.06,4794.36,6197.77,6605.14,7335.03,7468.1,6678.18,6813.1,7702.94,8271.11,9371.28,8270.47,9249.13,12134.93,13987.63,4760.56
Cambodia,KHM,,,,,,,,,,,,,,,,749.13,790.36,716.26,766.64,723.74,744.38,815.15,865.52,939.29,1021.18,1102.67,1167.63,1036.97,1662.88,1353.14,1402.54,2054.97,2491.49,2533.73,2791.44,3441.21,3506.7,3443.41,3120.43,3517.24,3654.03,3984.0,4284.03,4658.25,5337.83,6293.05,7274.6,8639.24,10351.91,10401.85,11242.28,12829.54,14054.44,15227.99,16702.61,18049.95,20016.75,22177.2,24571.75,27089.39,25872.8,26961.06,29504.83,31772.76,8238.98
Kiribati,KIR,,,,,,,,,,,14.3,15.28,18.94,31.71,85.64,55.08,41.11,38.75,45.21,42.62,33.02,35.62,32.46,30.63,34.22,25.84,26.07,29.41,38.28,37.96,36.69,41.29,61.69,59.16,67.26,68.94,81.39,80.16,74.76,77.42,74.79,65.17,74.98,95.98,104.43,113.79,112.2,138.07,146.79,140.38,165.11,195.98,207.08,201.77,200.11,191.57,206.66,223.03,233.86,216.89,222.97,289.21,270.52,279.03,102.43
St. Kitts and Nevis,KNA,12.37,12.48,12.54,12.83,13.42,13.59,14.47,16.74,14.6,15.85,16.3,19.62,22.94,24.2,31.51,33.36,30.1,44.5,49.43,58.84,68.46,80.89,86.02,86.87,98.6,111.01,130.69,147.75,172.69,192.52,217.26,220.54,242.14,263.76,295.16,313.49,333.94,374.64,383.26,406.6,421.7,458.64,481.08,469.87,506.9,547.2,644.41,689.29,777.69,774.27,778.72,836.09,825.38,874.9,952.11,957.22,1006.82,1056.98,1076.55,1107.86,883.92,858.62,981.43,1077.03,370.95
"Korea, Rep.",KOR,3958.81,2417.63,2814.62,3988.46,3459.02,3120.86,3929.06,4855.89,6119.39,7678.7,9005.14,9903.57,10862.21,13876.47,19543.97,21784.3,29902.48,38446.49,51972.11,66946.9,65398.38,72933.53,78358.42,87760.55,97510.74,101296.18,116836.25,147948.71,199591.29,246928.84,283365.84,330647.04,355524.9,392665.71,463619.82,566581.0,610167.05,569755.02,383331.83,497514.04,576179.39,547656.28,627246.93,702714.86,793175.56,934901.07,1053216.91,1172614.09,1047339.01,943941.88,1143672.24,1253289.54,1278046.54,1370632.96,1484488.53,1466038.94,1499679.82,1623074.18,1725373.5,1651422.93,1644312.83,1818432.11,1673916.51,1712792.85,558226.26
Kuwait,KWT,,,1828.11,1900.9,2071.67,2097.2,2391.2,2441.6,2662.8,2769.2,2873.64,3880.39,4450.54,5408.8,13006.95,12022.81,13132.25,14137.41,15503.56,24749.06,28638.87,25058.02,21577.15,20871.08,21700.08,21445.97,17903.99,22368.7,20690.32,24313.86,18427.78,11009.99,19858.56,23941.39,24848.48,27186.98,31492.37,30350.19,25943.71,30122.37,37718.74,34889.56,38135.79,47874.58,59439.09,80798.63,101557.33,114634.04,147379.74,105968.69,115416.25,154039.23,174047.7,174168.12,162650.45,114585.56,109406.67,120687.54,138202.54,138696.32,107513.0,141777.27,182809.48,161772.22,54181.4
Latin America & Caribbean (excluding high income),LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,876402.46,957593.73,1031036.43,1119017.97,1348397.98,1592910.33,1697838.27,1853063.93,2021893.65,2038842.31,1810327.58,2001496.15,1951435.66,1757081.64,1793945.25,2043684.16,2470502.06,2881093.93,3401597.42,3931407.89,3643244.83,4556436.69,5320445.09,5297857.66,5436631.03,5457289.04,4634564.32,4496975.51,5012883.31,4870399.27,4804547.16,4046822.65,4690738.84,5389510.95,6050580.95,3208242.75
Lao PDR,LAO,,,,,,,,,,,,,,,,,,,,,,,,,1757.14,2366.67,1776.84,1087.27,598.96,714.05,865.56,1028.09,1127.81,1327.75,1543.61,1763.54,1873.67,1747.01,1280.18,1454.43,1731.2,1768.62,1758.18,2023.32,2366.4,2735.56,3455.03,4223.15,5446.43,5836.14,7131.77,8750.1,10192.85,11983.25,13279.25,14426.38,15912.5,17071.16,18141.64,18740.56,18981.81,18827.15,15468.79,15843.16,6460.17
Lebanon,LBN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3313.54,2718.0,2838.49,4690.42,5843.58,7941.74,9599.13,11718.8,13690.22,15751.87,17247.18,17391.06,17260.36,17649.75,19152.24,20082.92,21159.83,21497.34,22022.71,24827.36,29118.92,35399.58,38443.91,39927.13,44016.8,46880.1,48095.21,49929.34,51147.31,53027.68,54901.52,51605.96,31712.13,23131.94,20992.42,17937.26,25351.77
Liberia,LBR,190.5,183.92,191.86,200.23,218.93,229.26,244.46,261.02,276.82,306.96,323.1,341.54,368.1,386.97,486.95,577.55,596.68,673.01,717.24,814.07,854.71,846.51,863.93,823.37,848.48,851.3,840.96,972.8,1038.3,786.3,384.4,348.0,223.5,160.4,132.2,134.8,159.4,295.9,359.6,441.8,874.0,906.0,927.0,748.0,897.0,949.0,1119.0,1373.0,1726.0,1768.0,1998.0,2398.0,2791.61,3177.2,3225.65,3227.08,3398.42,3390.7,3422.75,3319.6,3176.13,3513.05,4001.05,4332.0,1181.47
Libya,LBY,401.64,443.91,619.73,892.33,1341.4,1804.98,2312.44,2726.99,3850.62,4380.99,4601.65,5260.19,6299.4,8625.89,15112.54,14710.91,19096.94,22428.3,22136.42,30536.43,40953.92,36374.35,33760.15,33200.52,29476.11,31530.57,24180.4,26697.66,24308.96,25156.71,28904.18,31991.82,33887.05,30660.05,28610.55,25541.38,27884.62,30700.9,27251.3,35975.86,38270.95,34112.09,20481.89,26265.62,33122.31,47334.69,60094.23,68032.98,86710.77,60808.56,75380.83,48169.26,92540.94,75351.11,57372.36,48717.5,49912.07,67157.45,76686.03,72081.96,65688.45,47786.79,55938.73,50491.72,33330.31
St. Lucia,LCA,,,,,,,,,,,,,,,,,,,,,170.37,194.44,183.33,197.04,251.48,284.44,340.0,375.56,429.63,486.67,579.63,613.7,674.07,684.81,713.7,762.96,788.89,805.93,877.41,921.85,932.59,892.59,900.0,987.41,1066.67,1135.56,1268.32,1336.09,1437.73,1401.51,1482.39,1568.37,1598.21,1660.22,1749.19,1807.64,1868.54,1998.5,2060.96,2092.08,1497.83,1834.8,2343.7,2519.93,1085.84
Latin America & Caribbean,LCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1007476.72,1102119.41,1189975.82,1298654.84,1536673.82,1794992.21,1941685.79,2101023.53,2303337.11,2331650.07,2107238.2,2326171.96,2281659.0,2051651.22,2090649.68,2404140.33,2901840.93,3395773.01,3997430.46,4642685.98,4355865.4,5395521.58,6137298.31,6209024.74,6362333.3,6483202.08,5418289.2,5283310.85,5866482.35,5742638.74,5659965.58,4804924.79,5578001.14,6341680.45,7094329.64,3758277.09
Least developed countries: UN classification,LDC,25396.34,27210.62,28791.23,30202.79,31642.94,34376.61,37271.69,39756.39,41993.45,45398.31,43924.11,45503.46,46497.67,56115.64,70169.68,86232.15,79141.11,84799.22,98673.33,110482.19,124275.81,130944.75,131526.12,132942.32,139143.97,152679.35,129919.74,138575.41,151408.31,162003.2,188377.84,206285.82,162423.36,170645.19,167418.95,171656.47,179828.98,188878.58,191440.64,197386.82,224220.84,215386.17,235506.87,266569.13,306201.11,360878.71,417524.55,501270.27,614414.98,608426.7,687433.13,783931.3,819266.43,892428.92,959618.11,920864.86,936561.65,1025062.47,1090417.46,1150500.72,1162019.94,1266743.96,1424615.96,1504251.16,353991.5
Low income,LIC,,,,,,,,,,,,,,,,,,,,,77122.65,82418.26,81995.49,83287.28,85877.4,83637.57,87036.1,92958.59,98924.79,107335.67,134347.49,150993.76,103352.91,110352.18,103210.15,95755.55,92529.75,98821.12,99814.56,100732.24,123908.61,116417.87,128027.97,142978.58,167196.88,199723.32,232208.54,282893.62,340460.08,338898.16,372940.63,404514.52,381701.64,394195.41,422083.91,416120.73,383741.51,401921.09,418228.09,445278.36,439782.47,466420.56,530578.69,646797.73,231080.06
Liechtenstein,LIE,,,,,,,,,,,90.1,104.89,124.94,165.93,193.98,246.39,272.49,303.49,436.91,503.17,534.7,511.65,522.1,524.02,502.62,529.07,779.36,1052.85,1161.76,1119.98,1421.51,1484.16,1631.18,1673.09,1948.13,2428.53,2504.01,2298.39,2479.7,2664.11,2483.89,2491.8,2688.62,3070.8,3454.37,3659.32,4000.1,4601.43,5081.48,4504.38,5082.34,5739.71,5456.1,6391.71,6657.53,6268.52,6237.3,6474.31,6692.62,6436.47,6405.87,7710.38,7364.65,,2814.47
Sri Lanka,LKA,1409.87,1444.33,1434.16,1240.67,1309.75,1698.32,1751.47,1859.47,1801.34,1965.55,2296.47,2369.31,2553.94,2875.62,3574.59,3791.3,3591.32,4104.51,2733.18,3364.61,4024.62,4415.84,4768.77,5167.91,6043.47,5978.46,6405.21,6682.17,6978.37,6987.27,8032.55,9000.36,9703.01,10338.68,11717.6,13029.7,13897.74,15091.91,15794.97,15656.33,16330.81,15749.75,16536.54,18881.77,20662.53,24405.79,28279.8,32350.24,40713.83,42066.22,58636.16,67753.28,70447.22,77000.58,82528.54,85140.96,88012.28,94376.24,94493.87,89014.98,84304.3,88609.33,74144.88,84356.86,25338.77
