country_name,medal_count,happiness,wealth,support,health,freedom,generosity,corruption,positivity,negativity,calories_pct,nutrients_pct,good_diet_pct,bad_diet_pct,calories_mills,nutrients_mills,diet_mills,population,gdp_avg
Togo,1,3.719666918118795,7.550612727801005,0.48620182275772095,54.721666971842446,0.6324603209892908,-0.04342330377160881,0.7826903959115347,0.5651774207750956,0.4144307076931,,,,,,,,7698.476,2674.59
Chinese Taipei,36,,,,,,,,,,,,,,,,,,
Trinidad and Tobago,19,6.281389045715332,10.217120170593262,0.8814275145530701,63.62799987792969,0.8319405913352966,0.08609673082828517,0.9270447134971619,0.7811604022979737,0.21619059145450586,0.2,6.1,89.3,10.7,0.0,0.1,0.1,1384.06,10322.6
Tunisia,15,4.6890353520711265,9.267859013875325,0.6984690385205405,66.70800018310547,0.6019581079483032,-0.20217737158139543,0.8506811777750651,0.48971775812762125,0.33567465628896437,0.0,3.2,78.2,21.8,0.0,0.4,2.5,11433.438,20170.1
Turkey,103,,,,,,,,,,,,,,,,,,
United Arab Emirates,2,6.787859797477722,11.120888710021973,0.8499469041824341,65.625,0.9174885352452596,0.09888247959315774,0.29911703864733374,0.711013925927026,0.2614399989446004,0.0,0.0,,0.0,0.0,0.0,0.0,9487.206,159731.61
United Arab Republic,2,,,,,,,,,,,,,,,,,,
Uganda,11,4.315307511223687,7.616090377171834,0.8085479305850135,55.14999961853027,0.7356521288553873,0.05024275561380716,0.847696089082294,0.6623531182607015,0.33720950120025206,14.2,69.3,15.200000000000003,84.8,5.9,28.5,34.9,41166.588,10820.91
Ukraine,148,4.7851226594713,9.42171303431193,0.8719083269437155,63.25000127156576,0.6032610817088021,-0.05503676373821991,0.9269989066653781,0.5423400551080704,0.24294300874074296,,,,,,,,,102028.93
Russia,1192,5.564872662226359,10.148258103264702,0.8971390889750587,62.349999321831596,0.6797094378206465,-0.19354284078710607,0.8834934466414981,0.5903804467784034,0.1805094612969292,0.0,1.0,96.0,4.0,0.0,1.4,5.7,144496.739,1062108.61
Uruguay,10,6.320176945792304,9.959180566999647,0.9034571051597595,67.2999996609158,0.8689612514442868,-0.09135813845528491,0.5912078072627386,0.7391130096382565,0.2622534135977427,0.0,0.8,97.3,2.7,0.0,0.0,0.1,3436.645,21192.12
United States,2934,7.029156181547377,10.976058536105686,0.9157363526961383,66.39999940660265,0.8290802737077078,0.18230380030239327,0.690821068154441,0.7527308430936601,0.2640864476561546,1.2,1.5,98.0,2.0,4.1,4.9,6.5,325122.128,8536365.96
Uzbekistan,36,5.865983906914206,8.719907760620117,0.917753121432136,63.61294106876149,0.9331879377365112,0.11803158782148622,0.5486347516377766,0.7047809222165276,0.1758286825874272,,,,,,,,,36442.72
Venezuela,19,5.950995922088623,8.588995047977992,0.9026550584369235,64.85444450378418,0.6732456667555703,-0.10146577255083963,0.7986334760983785,0.7741882105668386,0.27120333164930344,,,,,,,,,
Vietnam,4,5.437579393386841,8.977184666527641,0.8274344135733211,64.8999998304579,0.898699939250946,-0.024657402187585834,0.7710815455232348,0.6232334356755018,0.20467456780812318,1.3,15.9,67.6,32.4,1.2,15.1,30.7,94600.643,
West Indies Federation,2,,,,,,,,,,,,,,,,,,
Yugoslavia,87,,,,,,,,,,,,,,,,,,
Zambia,2,4.36595747050117,8.058287704692168,0.7252183872110703,52.04705900304458,0.7746650225975934,0.020809856407782608,0.8210564150529749,0.6761037356713239,0.30220819001688676,63.8,81.8,12.400000000000006,87.6,10.7,13.8,14.8,16853.608,8339.74
Zimbabwe,8,3.792418029573229,7.615299542744954,0.7798472709125943,49.15000004238553,0.6039983712964587,-0.07094840237146445,0.8294136226177216,0.6488843626446195,0.22101592603656978,15.8,70.8,15.900000000000006,84.1,2.2,10.1,12.0,14236.599,8722.44
