game_name,country_name,game_season,discipline_title,event_title,event_gender,gold,silver,bronze,total_medals
Berlin 1936,Italy,Summer,Rowing,eight with coxswain 8 men,Men,,1.0,,1.0
Berlin 1936,Italy,Summer,Rowing,pair-oared shell with coxswain men,Men,,1.0,,1.0
Berlin 1936,Italy,Summer,Sailing,8m mixed,Open,1.0,,,1.0
Berlin 1936,Japan,Summer,Athletics,long jump men,Men,,,1.0,1.0
Berlin 1936,Japan,Summer,Athletics,marathon men,Men,1.0,,1.0,2.0
Berlin 1936,Japan,Summer,Athletics,pole vault men,Men,,1.0,1.0,2.0
Berlin 1936,Japan,Summer,Athletics,triple jump men,Men,1.0,1.0,,2.0
Berlin 1936,Japan,Summer,Swimming,100m backstroke men,Men,,,1.0,1.0
Berlin 1936,Japan,Summer,Swimming,100m freestyle men,Men,,1.0,1.0,2.0
Berlin 1936,Japan,Summer,Swimming,1500m freestyle men,Men,1.0,,1.0,2.0
Berlin 1936,Japan,Summer,Swimming,200m breaststroke men,Men,1.0,,1.0,2.0
Berlin 1936,Japan,Summer,Swimming,200m breaststroke women,Women,1.0,,,1.0
Berlin 1936,Japan,Summer,Swimming,400m freestyle men,Men,,1.0,1.0,2.0
Berlin 1936,Japan,Summer,Swimming,4x200m freestyle relay men,Men,1.0,,,1.0
Berlin 1936,Latvia,Summer,Athletics,50km walk men,Men,,,1.0,1.0
Berlin 1936,Latvia,Summer,Wrestling,"light-heavyweight, greco-roman (≤87 kilograms) men",Men,,1.0,,1.0
Berlin 1936,Mexico,Summer,Basketball,basketball men,Men,,,1.0,1.0
Berlin 1936,Mexico,Summer,Boxing,bantamweight men,Men,,,1.0,1.0
Berlin 1936,Mexico,Summer,Polo,polo men,Men,,,1.0,1.0
Berlin 1936,Netherlands,Summer,Athletics,100m men,Men,,,1.0,1.0
Berlin 1936,Netherlands,Summer,Athletics,200m men,Men,,,1.0,1.0
Berlin 1936,Netherlands,Summer,Canoe Sprint,k1 1000m kayak single men,Men,,,1.0,1.0
Berlin 1936,Netherlands,Summer,Canoe Sprint,k2 1000m kayak double men,Men,,,1.0,1.0
Berlin 1936,Netherlands,Summer,Cycling Track,1km time trial men,Men,1.0,,,1.0
Berlin 1936,Netherlands,Summer,Cycling Track,2000m tandem men,Men,,1.0,,1.0
Berlin 1936,Netherlands,Summer,Cycling Track,sprint individual men,Men,,1.0,,1.0
Berlin 1936,Netherlands,Summer,Equestrian,team mixed,Men,,1.0,,1.0
Berlin 1936,Netherlands,Summer,Hockey,hockey men,Men,,,1.0,1.0
Berlin 1936,Netherlands,Summer,Sailing,twoperson keelboat open star mixed,Open,,,1.0,1.0
Berlin 1936,Netherlands,Summer,Swimming,100m backstroke women,Women,1.0,1.0,,2.0
Berlin 1936,Netherlands,Summer,Swimming,100m freestyle women,Women,1.0,,,1.0
Berlin 1936,Netherlands,Summer,Swimming,400m freestyle women,Women,1.0,,,1.0
Berlin 1936,Netherlands,Summer,Swimming,4x100m freestyle relay women,Women,1.0,,,1.0
Berlin 1936,New Zealand,Summer,Athletics,1500m men,Men,1.0,,,1.0
Berlin 1936,Norway,Summer,Boxing,heavyweight men,Men,,,1.0,1.0
Berlin 1936,Norway,Summer,Boxing,middleweight men,Men,,1.0,,1.0
Berlin 1936,Norway,Summer,Football,football men,Men,,,1.0,1.0
Berlin 1936,Norway,Summer,Sailing,6m mixed,Open,,1.0,,1.0
Berlin 1936,Norway,Summer,Sailing,8m mixed,Open,,1.0,,1.0
Berlin 1936,Norway,Summer,Shooting,50m rifle prone 60 shots men,Men,1.0,,,1.0
Berlin 1936,Philippines,Summer,Athletics,400m hurdles men,Men,,,1.0,1.0
Berlin 1936,Poland,Summer,Athletics,100m women,Women,,1.0,,1.0
Berlin 1936,Poland,Summer,Athletics,discus throw women,Women,,1.0,,1.0
Berlin 1936,Poland,Summer,Athletics,javelin throw women,Women,,,1.0,1.0
Berlin 1936,Poland,Summer,Equestrian,team mixed,Men,,1.0,,1.0
Berlin 1936,Poland,Summer,Rowing,double sculls 2x men,Men,,,1.0,1.0
Berlin 1936,Poland,Summer,Shooting,50m rifle prone 60 shots men,Men,,,1.0,1.0
Berlin 1936,Portugal,Summer,Equestrian,team mixed,Men,,,1.0,1.0
Berlin 1936,Romania,Summer,Equestrian,individual mixed,Men,,1.0,,1.0
Berlin 1936,South Africa,Summer,Boxing,featherweight men,Men,,1.0,,1.0
Berlin 1936,Sweden,Summer,Athletics,5000m men,Men,,,1.0,1.0
Berlin 1936,Sweden,Summer,Athletics,hammer throw men,Men,,,1.0,1.0
Berlin 1936,Sweden,Summer,Boxing,lightweight men,Men,,,1.0,1.0
Berlin 1936,Sweden,Summer,Equestrian,team mixed,Men,,,1.0,1.0
Berlin 1936,Sweden,Summer,Fencing,épée team men,Men,,1.0,,1.0
Berlin 1936,Sweden,Summer,Sailing,6m mixed,Open,,,1.0,1.0
Berlin 1936,Sweden,Summer,Sailing,twoperson keelboat open star mixed,Open,,1.0,,1.0
Berlin 1936,Sweden,Summer,Shooting,25m rapid fire pistol 60 shots men,Men,,,1.0,1.0
Berlin 1936,Sweden,Summer,Shooting,50m pistol 60 shots men,Men,1.0,,,1.0
Berlin 1936,Sweden,Summer,Wrestling,"bantamweight, greco-roman (≤56 kilograms) men",Men,,1.0,,1.0
Berlin 1936,Sweden,Summer,Wrestling,"featherweight, freestyle (≤61 kilograms) men",Men,,,1.0,1.0
Berlin 1936,Sweden,Summer,Wrestling,"featherweight, greco-roman (≤61 kilograms) men",Men,,,1.0,1.0
Berlin 1936,Sweden,Summer,Wrestling,"heavyweight, greco-roman (>87 kilograms) men",Men,,1.0,,1.0
Berlin 1936,Sweden,Summer,Wrestling,"light-heavyweight, freestyle (≤87 kilograms) men",Men,1.0,,,1.0
Berlin 1936,Sweden,Summer,Wrestling,"light-heavyweight, greco-roman (≤87 kilograms) men",Men,1.0,,,1.0
Berlin 1936,Sweden,Summer,Wrestling,"middleweight, greco-roman (≤79 kilograms) men",Men,1.0,,,1.0
Berlin 1936,Sweden,Summer,Wrestling,"welterweight, freestyle (≤72 kilograms) men",Men,,1.0,,1.0
Berlin 1936,Sweden,Summer,Wrestling,"welterweight, greco-roman (≤72 kilograms) men",Men,1.0,,,1.0
Berlin 1936,Switzerland,Summer,Artistic Gymnastics,floor exercises men,Men,1.0,1.0,1.0,3.0
Berlin 1936,Switzerland,Summer,Artistic Gymnastics,individual all-round men,Men,,1.0,,1.0
Berlin 1936,Switzerland,Summer,Artistic Gymnastics,parallel bars men,Men,,1.0,,1.0
Berlin 1936,Switzerland,Summer,Artistic Gymnastics,pommel horse men,Men,,1.0,1.0,2.0
Berlin 1936,Switzerland,Summer,Artistic Gymnastics,team competition men,Men,,1.0,,1.0
Berlin 1936,Switzerland,Summer,Artistic Gymnastics,vault men,Men,,1.0,,1.0
Berlin 1936,Switzerland,Summer,Athletics,50km walk men,Men,,1.0,,1.0
Berlin 1936,Switzerland,Summer,Cycling Road,individual road race men,Men,,,1.0,1.0
Berlin 1936,Switzerland,Summer,Cycling Road,team time trial men,Men,,1.0,,1.0
Berlin 1936,Switzerland,Summer,Handball,handball men,Men,,,1.0,1.0
Berlin 1936,Switzerland,Summer,Rowing,four without coxswain 4 men,Men,,,1.0,1.0
Berlin 1936,Switzerland,Summer,Rowing,four-oared shell with coxswain men,Men,,1.0,,1.0
Berlin 1936,Turkey,Summer,Wrestling,"featherweight, greco-roman (≤61 kilograms) men",Men,1.0,,,1.0
Berlin 1936,Turkey,Summer,Wrestling,"middleweight, freestyle (≤79 kilograms) men",Men,,,1.0,1.0
Berlin 1936,United States,Summer,Athletics,100m men,Men,1.0,1.0,,2.0
Berlin 1936,United States,Summer,Athletics,100m women,Women,1.0,,,1.0
Berlin 1936,United States,Summer,Athletics,110m hurdles men,Men,1.0,,1.0,2.0
Berlin 1936,United States,Summer,Athletics,1500m men,Men,,1.0,,1.0
Berlin 1936,United States,Summer,Athletics,200m men,Men,1.0,1.0,,2.0
Berlin 1936,United States,Summer,Athletics,400m hurdles men,Men,1.0,,,1.0
Berlin 1936,United States,Summer,Athletics,400m men,Men,1.0,,1.0,2.0
Berlin 1936,United States,Summer,Athletics,4x100m relay men,Men,1.0,,,1.0
Berlin 1936,United States,Summer,Athletics,4x100m relay women,Women,1.0,,,1.0
Berlin 1936,United States,Summer,Athletics,4x400m relay men,Men,,1.0,,1.0
Berlin 1936,United States,Summer,Athletics,800m men,Men,1.0,,,1.0
Berlin 1936,United States,Summer,Athletics,decathlon men,Men,1.0,1.0,1.0,3.0
Berlin 1936,United States,Summer,Athletics,discus throw men,Men,1.0,1.0,,2.0
Berlin 1936,United States,Summer,Athletics,high jump men,Men,1.0,1.0,1.0,3.0
Berlin 1936,United States,Summer,Athletics,long jump men,Men,1.0,,,1.0
Berlin 1936,United States,Summer,Athletics,pole vault men,Men,1.0,,,1.0
Berlin 1936,United States,Summer,Basketball,basketball men,Men,1.0,,,1.0
Berlin 1936,United States,Summer,Boxing,bantamweight men,Men,,1.0,,1.0
Berlin 1936,United States,Summer,Boxing,flyweight men,Men,,,1.0,1.0
Berlin 1936,United States,Summer,Diving,10m platform men,Men,1.0,1.0,,2.0
Berlin 1936,United States,Summer,Diving,10m platform women,Women,1.0,1.0,,2.0
Berlin 1936,United States,Summer,Diving,3m springboard men,Men,1.0,1.0,1.0,3.0
Berlin 1936,United States,Summer,Diving,3m springboard women,Women,1.0,1.0,1.0,3.0
Berlin 1936,United States,Summer,Equestrian,individual mixed,Men,,1.0,,1.0
Berlin 1936,United States,Summer,Modern Pentathlon,individual competition men,Men,,1.0,,1.0
Berlin 1936,United States,Summer,Rowing,eight with coxswain 8 men,Men,1.0,,,1.0
Berlin 1936,United States,Summer,Rowing,single sculls 1x men,Men,,,1.0,1.0
Berlin 1936,United States,Summer,Swimming,100m backstroke men,Men,1.0,1.0,,2.0
Berlin 1936,United States,Summer,Swimming,100m backstroke women,Women,,,1.0,1.0
Berlin 1936,United States,Summer,Swimming,1500m freestyle men,Men,,1.0,,1.0
Berlin 1936,United States,Summer,Swimming,400m freestyle men,Men,1.0,,,1.0
Berlin 1936,United States,Summer,Swimming,400m freestyle women,Women,,,1.0,1.0
Berlin 1936,United States,Summer,Swimming,4x100m freestyle relay women,Women,,,1.0,1.0
Berlin 1936,United States,Summer,Swimming,4x200m freestyle relay men,Men,,1.0,,1.0
Berlin 1936,United States,Summer,Weightlifting,60kg featherweight men,Men,1.0,,,1.0
Berlin 1936,United States,Summer,Wrestling,"bantamweight, freestyle (≤56 kilograms) men",Men,,1.0,,1.0
Berlin 1936,United States,Summer,Wrestling,"featherweight, freestyle (≤61 kilograms) men",Men,,1.0,,1.0
Berlin 1936,United States,Summer,Wrestling,"middleweight, freestyle (≤79 kilograms) men",Men,,1.0,,1.0
Berlin 1936,United States,Summer,Wrestling,"welterweight, freestyle (≤72 kilograms) men",Men,1.0,,,1.0
Berlin 1936,Yugoslavia,Summer,Artistic Gymnastics,rings men,Men,,1.0,,1.0
Calgary 1988,Austria,Winter,Alpine Skiing,alpine combined men,Men,1.0,1.0,,2.0
Calgary 1988,Austria,Winter,Alpine Skiing,alpine combined women,Women,1.0,,,1.0
Calgary 1988,Austria,Winter,Alpine Skiing,giant slalom men,Men,,1.0,,1.0
Calgary 1988,Austria,Winter,Alpine Skiing,super-g men,Men,,1.0,,1.0
Calgary 1988,Austria,Winter,Alpine Skiing,super-g women,Women,1.0,,,1.0
Calgary 1988,Austria,Winter,Nordic Combined,individual men,Men,,1.0,,1.0
Calgary 1988,Austria,Winter,Nordic Combined,team men,Men,,,1.0,1.0
Calgary 1988,Austria,Winter,Speed skating,10000m men,Men,,1.0,,1.0
Calgary 1988,Austria,Winter,Speed skating,1500m men,Men,,,1.0,1.0
Calgary 1988,Canada,Winter,Alpine Skiing,downhill women,Women,,,1.0,1.0
Calgary 1988,Canada,Winter,Alpine Skiing,super-g women,Women,,,1.0,1.0
Calgary 1988,Canada,Winter,Figure skating,ice dancing mixed,Mixed,,,1.0,1.0
Calgary 1988,Canada,Winter,Figure skating,individual men,Men,,1.0,,1.0
Calgary 1988,Canada,Winter,Figure skating,individual women,Women,,1.0,,1.0
Calgary 1988,Czech Republic,Winter,Cross Country Skiing,relay 4x10km men,Men,,,1.0,1.0
Calgary 1988,Czech Republic,Winter,Ski Jumping,normal hill individual men,Men,,1.0,1.0,2.0
Calgary 1988,Finland,Winter,Cross Country Skiing,10km women,Women,,,1.0,1.0
Calgary 1988,Finland,Winter,Cross Country Skiing,5km women,Women,1.0,,,1.0
Calgary 1988,Finland,Winter,Cross Country Skiing,relay 4x5km women,Women,,,1.0,1.0
Calgary 1988,Finland,Winter,Ice Hockey,ice hockey men,Men,,1.0,,1.0
Calgary 1988,Finland,Winter,Ski Jumping,large hill individual men,Men,1.0,,,1.0
Calgary 1988,Finland,Winter,Ski Jumping,normal hill individual men,Men,1.0,,,1.0
Calgary 1988,Finland,Winter,Ski Jumping,teams men,Men,1.0,,,1.0
Calgary 1988,France,Winter,Alpine Skiing,downhill men,Men,,,1.0,1.0
Calgary 1988,France,Winter,Alpine Skiing,super-g men,Men,1.0,,,1.0
Calgary 1988,Germany,Winter,Alpine Skiing,downhill women,Women,1.0,,,1.0
Calgary 1988,Germany,Winter,Alpine Skiing,giant slalom women,Women,,1.0,,1.0
Calgary 1988,Germany,Winter,Alpine Skiing,slalom men,Men,,1.0,,1.0
Calgary 1988,Germany,Winter,Alpine Skiing,slalom women,Women,,,1.0,1.0
Calgary 1988,Germany,Winter,Biathlon,10km men,Men,1.0,,,1.0
Calgary 1988,Germany,Winter,Biathlon,20km men,Men,1.0,,,1.0
Calgary 1988,Germany,Winter,Biathlon,4x75km relay men,Men,,1.0,,1.0
Calgary 1988,Germany,Winter,Bobsleigh,four-man men,Men,,1.0,,1.0
Calgary 1988,Germany,Winter,Bobsleigh,two-man men,Men,,1.0,1.0,2.0
Calgary 1988,Germany,Winter,Figure skating,individual women,Women,1.0,,,1.0
Calgary 1988,Germany,Winter,Luge,doubles mixed,Open,1.0,1.0,1.0,3.0
Calgary 1988,Germany,Winter,Luge,singles men,Men,1.0,1.0,,2.0
Calgary 1988,Germany,Winter,Luge,singles women,Women,1.0,1.0,1.0,3.0
Calgary 1988,Germany,Winter,Nordic Combined,team men,Men,1.0,,,1.0
Calgary 1988,Germany,Winter,Speed skating,1000m men,Men,,1.0,,1.0
Calgary 1988,Germany,Winter,Speed skating,1000m women,Women,1.0,1.0,,2.0
Calgary 1988,Germany,Winter,Speed skating,1500m men,Men,1.0,,,1.0
Calgary 1988,Germany,Winter,Speed skating,1500m women,Women,,1.0,1.0,2.0
Calgary 1988,Germany,Winter,Speed skating,3000m women,Women,,1.0,1.0,2.0
Calgary 1988,Germany,Winter,Speed skating,5000m women,Women,,1.0,1.0,2.0
Calgary 1988,Germany,Winter,Speed skating,500m men,Men,1.0,,,1.0
Calgary 1988,Germany,Winter,Speed skating,500m women,Women,,1.0,1.0,2.0
Calgary 1988,Italy,Winter,Alpine Skiing,giant slalom men,Men,1.0,,,1.0
Calgary 1988,Italy,Winter,Alpine Skiing,slalom men,Men,1.0,,,1.0
Calgary 1988,Italy,Winter,Biathlon,20km men,Men,,,1.0,1.0
Calgary 1988,Italy,Winter,Biathlon,4x75km relay men,Men,,,1.0,1.0
Calgary 1988,Italy,Winter,Cross Country Skiing,50km men,Men,,1.0,,1.0
Calgary 1988,Japan,Winter,Speed skating,500m men,Men,,,1.0,1.0
Calgary 1988,Liechtenstein,Winter,Alpine Skiing,slalom men,Men,,,1.0,1.0
Calgary 1988,Netherlands,Winter,Speed skating,10000m men,Men,,,1.0,1.0
Calgary 1988,Netherlands,Winter,Speed skating,1500m women,Women,1.0,,,1.0
Calgary 1988,Netherlands,Winter,Speed skating,3000m women,Women,1.0,,,1.0
Calgary 1988,Netherlands,Winter,Speed skating,5000m men,Men,,1.0,1.0,2.0
Calgary 1988,Netherlands,Winter,Speed skating,5000m women,Women,1.0,,,1.0
Calgary 1988,Netherlands,Winter,Speed skating,500m men,Men,,1.0,,1.0
Calgary 1988,Norway,Winter,Cross Country Skiing,15km men,Men,,1.0,,1.0
Calgary 1988,Norway,Winter,Cross Country Skiing,30km mass start men,Men,,,1.0,1.0
Calgary 1988,Norway,Winter,Cross Country Skiing,relay 4x5km women,Women,,1.0,,1.0
Calgary 1988,Norway,Winter,Ski Jumping,large hill individual men,Men,,1.0,,1.0
Calgary 1988,Norway,Winter,Ski Jumping,teams men,Men,,,1.0,1.0
Calgary 1988,Russia,Winter,Biathlon,10km men,Men,,1.0,1.0,2.0
Calgary 1988,Russia,Winter,Biathlon,20km men,Men,,1.0,,1.0
Calgary 1988,Russia,Winter,Biathlon,4x75km relay men,Men,1.0,,,1.0
Calgary 1988,Russia,Winter,Bobsleigh,four-man men,Men,,,1.0,1.0
Calgary 1988,Russia,Winter,Bobsleigh,two-man men,Men,1.0,,,1.0
Calgary 1988,Russia,Winter,Cross Country Skiing,10km women,Women,1.0,1.0,,2.0
Calgary 1988,Russia,Winter,Cross Country Skiing,15km men,Men,1.0,,1.0,2.0
Calgary 1988,Russia,Winter,Cross Country Skiing,20km women,Women,1.0,1.0,1.0,3.0
Calgary 1988,Russia,Winter,Cross Country Skiing,30km mass start men,Men,1.0,1.0,,2.0
Calgary 1988,Russia,Winter,Cross Country Skiing,5km women,Women,,1.0,1.0,2.0
Calgary 1988,Russia,Winter,Cross Country Skiing,relay 4x10km men,Men,,1.0,,1.0
Calgary 1988,Russia,Winter,Cross Country Skiing,relay 4x5km women,Women,1.0,,,1.0
Calgary 1988,Russia,Winter,Figure skating,ice dancing mixed,Mixed,1.0,1.0,,2.0
Calgary 1988,Russia,Winter,Figure skating,individual men,Men,,,1.0,1.0
Calgary 1988,Russia,Winter,Figure skating,pairs mixed,Mixed,1.0,1.0,,2.0
Calgary 1988,Russia,Winter,Ice Hockey,ice hockey men,Men,1.0,,,1.0
Calgary 1988,Russia,Winter,Luge,singles men,Men,,,1.0,1.0
Calgary 1988,Russia,Winter,Nordic Combined,individual men,Men,,,1.0,1.0
Calgary 1988,Russia,Winter,Speed skating,1000m men,Men,1.0,,1.0,2.0
Calgary 1988,Sweden,Winter,Alpine Skiing,super-g men,Men,,,1.0,1.0
Calgary 1988,Sweden,Winter,Cross Country Skiing,50km men,Men,1.0,,,1.0
Calgary 1988,Sweden,Winter,Cross Country Skiing,relay 4x10km men,Men,1.0,,,1.0
Calgary 1988,Sweden,Winter,Ice Hockey,ice hockey men,Men,,,1.0,1.0
Calgary 1988,Sweden,Winter,Speed skating,10000m men,Men,1.0,,,1.0
Calgary 1988,Sweden,Winter,Speed skating,5000m men,Men,1.0,,,1.0
Calgary 1988,Switzerland,Winter,Alpine Skiing,alpine combined men,Men,,,1.0,1.0
Calgary 1988,Switzerland,Winter,Alpine Skiing,alpine combined women,Women,,1.0,1.0,2.0
Calgary 1988,Switzerland,Winter,Alpine Skiing,downhill men,Men,1.0,1.0,,2.0
Calgary 1988,Switzerland,Winter,Alpine Skiing,downhill women,Women,,1.0,,1.0
Calgary 1988,Switzerland,Winter,Alpine Skiing,giant slalom men,Men,,,1.0,1.0
Calgary 1988,Switzerland,Winter,Alpine Skiing,giant slalom women,Women,1.0,,1.0,2.0
Calgary 1988,Switzerland,Winter,Alpine Skiing,slalom women,Women,1.0,,,1.0
Calgary 1988,Switzerland,Winter,Alpine Skiing,super-g women,Women,,1.0,,1.0
Calgary 1988,Switzerland,Winter,Bobsleigh,four-man men,Men,1.0,,,1.0
Calgary 1988,Switzerland,Winter,Cross Country Skiing,50km men,Men,,,1.0,1.0
Calgary 1988,Switzerland,Winter,Nordic Combined,individual men,Men,1.0,,,1.0
Calgary 1988,Switzerland,Winter,Nordic Combined,team men,Men,,1.0,,1.0
Calgary 1988,United States,Winter,Figure skating,individual men,Men,1.0,,,1.0
Calgary 1988,United States,Winter,Figure skating,individual women,Women,,,1.0,1.0
Calgary 1988,United States,Winter,Figure skating,pairs mixed,Mixed,,,1.0,1.0
Calgary 1988,United States,Winter,Speed skating,1000m women,Women,,,1.0,1.0
Calgary 1988,United States,Winter,Speed skating,1500m men,Men,,1.0,,1.0
Calgary 1988,United States,Winter,Speed skating,500m women,Women,1.0,,,1.0
Calgary 1988,Yugoslavia,Winter,Alpine Skiing,slalom women,Women,,1.0,,1.0
Calgary 1988,Yugoslavia,Winter,Ski Jumping,large hill individual men,Men,,,1.0,1.0
Calgary 1988,Yugoslavia,Winter,Ski Jumping,teams men,Men,,1.0,,1.0
Chamonix 1924,Austria,Winter,Figure skating,individual men,Men,,1.0,,1.0
Chamonix 1924,Austria,Winter,Figure skating,individual women,Women,1.0,,,1.0
Chamonix 1924,Austria,Winter,Figure skating,pairs mixed,Mixed,1.0,,,1.0
Chamonix 1924,Belgium,Winter,Bobsleigh,four-man men,Men,,,1.0,1.0
Chamonix 1924,Canada,Winter,Ice Hockey,ice hockey men,Men,1.0,,,1.0
Chamonix 1924,Finland,Winter,Cross Country Skiing,18km men,Men,,,1.0,1.0
Chamonix 1924,Finland,Winter,Figure skating,pairs mixed,Mixed,,1.0,,1.0
Chamonix 1924,Finland,Winter,Military Patrol,military patrol men,Men,,1.0,,1.0
Chamonix 1924,Finland,Winter,Speed skating,10000m men,Men,1.0,1.0,,2.0
Chamonix 1924,Finland,Winter,Speed skating,1500m men,Men,1.0,,,1.0
Chamonix 1924,Finland,Winter,Speed skating,5000m men,Men,1.0,1.0,,2.0
Chamonix 1924,Finland,Winter,Speed skating,500m men,Men,,,1.0,1.0
Chamonix 1924,Finland,Winter,Speed skating,combined 4 events men,Men,1.0,,1.0,2.0
Chamonix 1924,France,Winter,Curling,curling men,Men,,,1.0,1.0
Chamonix 1924,France,Winter,Figure skating,pairs mixed,Mixed,,,1.0,1.0
Chamonix 1924,France,Winter,Military Patrol,military patrol men,Men,,,1.0,1.0
Chamonix 1924,Great Britain,Winter,Bobsleigh,four-man men,Men,,1.0,,1.0
Chamonix 1924,Great Britain,Winter,Curling,curling men,Men,1.0,,,1.0
Chamonix 1924,Great Britain,Winter,Figure skating,individual women,Women,,,1.0,1.0
Chamonix 1924,Great Britain,Winter,Ice Hockey,ice hockey men,Men,,,1.0,1.0
Chamonix 1924,Norway,Winter,Cross Country Skiing,18km men,Men,1.0,1.0,,2.0
Chamonix 1924,Norway,Winter,Cross Country Skiing,50km men,Men,1.0,1.0,1.0,3.0
Chamonix 1924,Norway,Winter,Nordic Combined,individual men,Men,1.0,1.0,1.0,3.0
Chamonix 1924,Norway,Winter,Ski Jumping,normal hill individual men,Men,1.0,1.0,,2.0
Chamonix 1924,Norway,Winter,Speed skating,10000m men,Men,,,1.0,1.0
Chamonix 1924,Norway,Winter,Speed skating,1500m men,Men,,1.0,1.0,2.0
Chamonix 1924,Norway,Winter,Speed skating,5000m men,Men,,,1.0,1.0
Chamonix 1924,Norway,Winter,Speed skating,500m men,Men,,1.0,1.0,2.0
Chamonix 1924,Norway,Winter,Speed skating,combined 4 events men,Men,,1.0,,1.0
Chamonix 1924,Sweden,Winter,Curling,curling men,Men,,1.0,,1.0
Chamonix 1924,Sweden,Winter,Figure skating,individual men,Men,1.0,,,1.0
Chamonix 1924,Switzerland,Winter,Bobsleigh,four-man men,Men,1.0,,,1.0
Chamonix 1924,Switzerland,Winter,Figure skating,individual men,Men,,,1.0,1.0
Chamonix 1924,Switzerland,Winter,Military Patrol,military patrol men,Men,1.0,,,1.0
Chamonix 1924,United States,Winter,Figure skating,individual women,Women,,1.0,,1.0
Chamonix 1924,United States,Winter,Ice Hockey,ice hockey men,Men,,1.0,,1.0
Chamonix 1924,United States,Winter,Ski Jumping,normal hill individual men,Men,,,1.0,1.0
Chamonix 1924,United States,Winter,Speed skating,500m men,Men,1.0,,,1.0
Cortina d'Ampezzo 1956,Austria,Winter,Alpine Skiing,downhill men,Men,1.0,,1.0,2.0
Cortina d'Ampezzo 1956,Austria,Winter,Alpine Skiing,giant slalom men,Men,1.0,1.0,1.0,3.0
Cortina d'Ampezzo 1956,Austria,Winter,Alpine Skiing,giant slalom women,Women,,1.0,1.0,2.0
Cortina d'Ampezzo 1956,Austria,Winter,Alpine Skiing,slalom men,Men,1.0,,,1.0
Cortina d'Ampezzo 1956,Austria,Winter,Alpine Skiing,slalom women,Women,,1.0,,1.0
Cortina d'Ampezzo 1956,Austria,Winter,Figure skating,pairs mixed,Mixed,1.0,,,1.0
Cortina d'Ampezzo 1956,Austria,Winter,Figure skating,special figures women,Women,,,1.0,1.0
Cortina d'Ampezzo 1956,Canada,Winter,Alpine Skiing,downhill women,Women,,,1.0,1.0
Cortina d'Ampezzo 1956,Canada,Winter,Figure skating,pairs mixed,Mixed,,1.0,,1.0
Cortina d'Ampezzo 1956,Canada,Winter,Ice Hockey,ice hockey men,Men,,,1.0,1.0
Cortina d'Ampezzo 1956,Finland,Winter,Cross Country Skiing,30km mass start men,Men,1.0,,,1.0
Cortina d'Ampezzo 1956,Finland,Winter,Cross Country Skiing,50km men,Men,,1.0,,1.0
Cortina d'Ampezzo 1956,Finland,Winter,Cross Country Skiing,relay 3x5km women,Women,1.0,,,1.0
Cortina d'Ampezzo 1956,Finland,Winter,Cross Country Skiing,relay 4x10km men,Men,,1.0,,1.0
Cortina d'Ampezzo 1956,Finland,Winter,Ski Jumping,normal hill individual men,Men,1.0,1.0,,2.0
Cortina d'Ampezzo 1956,Finland,Winter,Speed skating,1500m men,Men,,,1.0,1.0
Cortina d'Ampezzo 1956,Germany,Winter,Alpine Skiing,giant slalom women,Women,1.0,,,1.0
Cortina d'Ampezzo 1956,Germany,Winter,Ski Jumping,normal hill individual men,Men,,,1.0,1.0
Cortina d'Ampezzo 1956,Hungary,Winter,Figure skating,pairs mixed,Mixed,,,1.0,1.0
Cortina d'Ampezzo 1956,Italy,Winter,Bobsleigh,fourman men,Men,,1.0,,1.0
Cortina d'Ampezzo 1956,Italy,Winter,Bobsleigh,twoman men,Men,1.0,1.0,,2.0
Cortina d'Ampezzo 1956,Japan,Winter,Alpine Skiing,slalom men,Men,,1.0,,1.0
Cortina d'Ampezzo 1956,Norway,Winter,Cross Country Skiing,15km men,Men,1.0,,,1.0
Cortina d'Ampezzo 1956,Norway,Winter,Nordic Combined,individual men,Men,1.0,,,1.0
Cortina d'Ampezzo 1956,Norway,Winter,Speed skating,10000m men,Men,,1.0,,1.0
Cortina d'Ampezzo 1956,Norway,Winter,Speed skating,500m men,Men,,,1.0,1.0
Cortina d'Ampezzo 1956,Poland,Winter,Nordic Combined,individual men,Men,,,1.0,1.0
Cortina d'Ampezzo 1956,Russia,Winter,Alpine Skiing,slalom women,Women,,,1.0,1.0
Cortina d'Ampezzo 1956,Russia,Winter,Cross Country Skiing,10km women,Women,1.0,1.0,,2.0
Cortina d'Ampezzo 1956,Russia,Winter,Cross Country Skiing,15km men,Men,,,1.0,1.0
Cortina d'Ampezzo 1956,Russia,Winter,Cross Country Skiing,30km mass start men,Men,,,1.0,1.0
Cortina d'Ampezzo 1956,Russia,Winter,Cross Country Skiing,50km men,Men,,,1.0,1.0
Cortina d'Ampezzo 1956,Russia,Winter,Cross Country Skiing,relay 3x5km women,Women,,1.0,,1.0
Cortina d'Ampezzo 1956,Russia,Winter,Cross Country Skiing,relay 4x10km men,Men,1.0,,,1.0
Cortina d'Ampezzo 1956,Russia,Winter,Ice Hockey,ice hockey men,Men,1.0,,,1.0
Cortina d'Ampezzo 1956,Russia,Winter,Speed skating,10000m men,Men,,,1.0,1.0
Cortina d'Ampezzo 1956,Russia,Winter,Speed skating,1500m men,Men,1.0,,,1.0
Cortina d'Ampezzo 1956,Russia,Winter,Speed skating,5000m men,Men,1.0,,1.0,2.0
